Player_Id,Player_Name,total_runs,balls_faced,boundaries,strike_rate,boundary_percentage,total_runs_conceded,balls_bowled,economy_rate,all_rounder_index,Is_Keeper,Country,wickets,Team_Name,Role
21,SK Raina,4106,3059,521,134.2268715266427,17.031709709055246,200,831,0.1444043321299639,413.3634357633214,0,India,2,Chennai Super Kings,Batsman
8,V Kohli,4105,3236,508,126.85414091470952,15.698393077873918,165,257,0.3735408560311284,197.2812371240214,0,India,0,Royal Challengers Bangalore,Batsman
57,RG Sharma,3874,2996,487,129.30574098798397,16.255006675567422,9,332,0.1626506024096385,372.0602779013994,0,India,15,Deccan Chargers,Batsman
40,G Gambhir,1634,3028,473,120.01321003963012,15.620871862615587,,,,,0,India,0,Delhi Daredevils,Batsman
109,JA Morkel,975,712,116,136.9382022,16.292134831460675,64,1753,0.2190530519110096,296.72430945692884,0,South Africa,21,Chennai Super Kings,Bowler
56,A Symonds,974,781,115,124.71190781049935,14.72471191,21,528,0.2386363636363636,271.8797634290592,0,Australia,20,Deccan Chargers,Bowler
31,YK Pathan,1779,953,374,142.29390681003585,19.150025601638504,28,1110,0.1513513513513513,401.5040962621608,0,India,36,Rajasthan Royals,All-Rounder
41,V Sehwag,2728,1833,440,148.82705946535734,24.004364429896345,6,137,0.2627737226277372,264.69130751045645,0,India,6,Delhi Daredevils,All-Rounder
46,RV Uthappa,1390,721,445,124.58654906284454,16.35428151414921,,,,,1,India,0,Mumbai Indians,Wicketkeeper
