Total Runs (Batsmen),Average Strike Rate (Batsmen),Boundary Percentage (Batsmen),Total Wickets (Bowlers),Average All-Rounder Index (Team),Overall Fitness Score (Team),Balance Score
21295,110.879,12.55%,94,293.45,3112.76,1.333
