Total Runs (Batsmen),Average Strike Rate (Batsmen),Boundary Percentage (Batsmen),Total Wickets (Bowlers),Average All-Rounder Index (Team),Overall Fitness Score (Team),Balance Score
7839,103.672,11.78%,447,305.57,395.43,2.475
