Total Runs (Batsmen),Average Strike Rate (Batsmen),Boundary Percentage (Batsmen),Total Wickets (Bowlers),Average All-Rounder Index (Team),Overall Fitness Score (Team),Balance Score
9736,98.194,12.00%,343,293.45,4112.76,2.667
