Player_Id,Player_Name,total_runs,balls_faced,boundaries,strike_rate,boundary_percentage,total_runs_conceded,balls_bowled,economy_rate,all_rounder_index,Is_Keeper,Country,wickets,Team_Name,Role
66,B Lee,124.0,102.0,16.0,121.5686274509804,15.68627450980392,47.0,894.0,0.3154362416107382,219.29495202336253,0,Australia,15,Kolkata Knight Riders,Bowler
67,PP Chawla,513.0,461.0,64.0,111.27982646420824,13.882863340563992,48.0,2448.0,0.1176470588235294,480.6399132321041,0,India,101,Kings Xi Punjab,Bowler
67,PP Chawla,513.0,461.0,64.0,111.27982646420824,13.882863340563992,48.0,2448.0,0.1176470588235294,480.6399132321041,0,India,101,Kolkata Knight Riders,Bowler
68,WA Mota,56.0,76.0,2.0,73.68421052631578,2.631578947368421,3.0,73.0,0.2465753424657534,239.6198830409357,0,India,4,Kings Xi Punjab,Batsman
69,Kamran Akmal,128.0,78.0,21.0,164.1025641025641,26.923076923076923,,,,,1,Pakistan,0,Rajasthan Royals,Wicketkeeper
70,Shahid Afridi,81.0,46.0,13.0,176.08695652173913,28.26086956521739,13.0,181.0,0.430939226519337,204.06911928651056,0,Pakistan,9,Deccan Chargers,Batsman
71,DJ Bravo,1262.0,1032.0,150.0,122.28682170542636,14.534883720930234,65.0,2047.0,0.1905227161700048,323.5793082886106,0,West Indies,98,Mumbai Indians,All-Rounder
71,DJ Bravo,1262.0,1032.0,150.0,122.28682170542636,14.534883720930234,65.0,2047.0,0.1905227161700048,323.5793082886106,0,West Indies,98,Chennai Super Kings,All-Rounder
71,DJ Bravo,1262.0,1032.0,150.0,122.28682170542636,14.534883720930234,65.0,2047.0,0.1905227161700048,323.5793082886106,0,West Indies,98,Gujarat Lions,All-Rounder
72,MA Khote,24.0,22.0,3.0,109.09090909090908,13.636363636363637,1.0,30.0,0.2,304.54545454545456,0,India,2,Mumbai Indians,Batsman
73,A Nehra,41.0,63.0,4.0,65.07936507936508,6.349206349206349,49.0,1793.0,0.1639709983268265,337.4716553287982,0,India,81,Mumbai Indians,Bowler
73,A Nehra,41.0,63.0,4.0,65.07936507936508,6.349206349206349,49.0,1793.0,0.1639709983268265,337.4716553287982,0,India,81,Delhi Daredevils,Bowler
73,A Nehra,41.0,63.0,4.0,65.07936507936508,6.349206349206349,49.0,1793.0,0.1639709983268265,337.4716553287982,0,India,81,Pune Warriors,Bowler
73,A Nehra,41.0,63.0,4.0,65.07936507936508,6.349206349206349,49.0,1793.0,0.1639709983268265,337.4716553287982,0,India,81,Chennai Super Kings,Bowler
73,A Nehra,41.0,63.0,4.0,65.07936507936508,6.349206349206349,49.0,1793.0,0.1639709983268265,337.4716553287982,0,India,81,Sunrisers Hyderabad,Bowler
74,GC Smith,739.0,690.0,103.0,107.10144927536231,14.92753623188406,,,,,0,South Africa,0,Rajasthan Royals,Batsman
74,GC Smith,739.0,690.0,103.0,107.10144927536231,14.92753623188406,,,,,0,South Africa,0,Pune Warriors,Batsman
76,RR Sarwan,73.0,78.0,7.0,93.5897435897436,8.974358974358974,,,,,0,West Indies,0,Kings Xi Punjab,Batsman
77,S Sreesanth,34.0,57.0,6.0,59.64912280701754,10.526315789473683,58.0,905.0,0.3845303867403314,159.8532970356927,0,India,36,Kings Xi Punjab,Bowler
77,S Sreesanth,34.0,57.0,6.0,59.64912280701754,10.526315789473683,58.0,905.0,0.3845303867403314,159.8532970356927,0,India,36,Kochi Tuskers Kerala,Bowler
77,S Sreesanth,34.0,57.0,6.0,59.64912280701754,10.526315789473683,58.0,905.0,0.3845303867403314,159.8532970356927,0,India,36,Rajasthan Royals,Bowler
79,SS Tiwary,1218.0,1064.0,128.0,114.4736842105263,12.030075187969924,,,,,0,India,0,Mumbai Indians,Batsman
79,SS Tiwary,1218.0,1064.0,128.0,114.4736842105263,12.030075187969924,,,,,0,India,0,Royal Challengers Bangalore,Batsman
79,SS Tiwary,1218.0,1064.0,128.0,114.4736842105263,12.030075187969924,,,,,0,India,0,Delhi Daredevils,Batsman
79,SS Tiwary,1218.0,1064.0,128.0,114.4736842105263,12.030075187969924,,,,,0,India,0,Rising Pune Supergiants,Batsman
80,DS Kulkarni,89.0,99.0,8.0,89.8989898989899,8.080808080808081,51.0,1313.0,0.233054074638233,259.4919786096257,0,India,67,Mumbai Indians,Bowler
80,DS Kulkarni,89.0,99.0,8.0,89.8989898989899,8.080808080808081,51.0,1313.0,0.233054074638233,259.4919786096257,0,India,67,Rajasthan Royals,Bowler
80,DS Kulkarni,89.0,99.0,8.0,89.8989898989899,8.080808080808081,51.0,1313.0,0.233054074638233,259.4919786096257,0,India,67,Gujarat Lions,Bowler
81,R Vinay Kumar,304.0,285.0,29.0,106.66666666666669,10.175438596491228,66.0,2106.0,0.188034188034188,319.24242424242425,0,India,71,Royal Challengers Bangalore,Bowler
81,R Vinay Kumar,304.0,285.0,29.0,106.66666666666669,10.175438596491228,66.0,2106.0,0.188034188034188,319.24242424242425,0,India,71,Kochi Tuskers Kerala,Bowler
81,R Vinay Kumar,304.0,285.0,29.0,106.66666666666669,10.175438596491228,66.0,2106.0,0.188034188034188,319.24242424242425,0,India,71,Mumbai Indians,Bowler
81,R Vinay Kumar,304.0,285.0,29.0,106.66666666666669,10.175438596491228,66.0,2106.0,0.188034188034188,319.24242424242425,0,India,71,Kolkata Knight Riders,Bowler
82,AB Agarkar,179.0,160.0,18.0,111.875,11.25,30.0,791.0,0.2275600505689001,275.65972222222223,0,India,26,Kolkata Knight Riders,Bowler
82,AB Agarkar,179.0,160.0,18.0,111.875,11.25,30.0,791.0,0.2275600505689001,275.65972222222223,0,India,26,Delhi Daredevils,Bowler
83,M Kartik,113.0,109.0,8.0,103.6697247706422,7.339449541284404,36.0,1165.0,0.1854077253218884,321.51078831124704,0,India,25,Kolkata Knight Riders,Bowler
83,M Kartik,113.0,109.0,8.0,103.6697247706422,7.339449541284404,36.0,1165.0,0.1854077253218884,321.51078831124704,0,India,25,Pune Warriors,Bowler
83,M Kartik,113.0,109.0,8.0,103.6697247706422,7.339449541284404,36.0,1165.0,0.1854077253218884,321.51078831124704,0,India,25,Royal Challengers Bangalore,Bowler
83,M Kartik,113.0,109.0,8.0,103.6697247706422,7.339449541284404,36.0,1165.0,0.1854077253218884,321.51078831124704,0,India,25,Kings Xi Punjab,Bowler
84,I Sharma,37.0,46.0,3.0,80.43478260869566,6.521739130434782,89.0,1549.0,0.3447385409941897,185.25484448786847,0,India,50,Kolkata Knight Riders,Bowler
84,I Sharma,37.0,46.0,3.0,80.43478260869566,6.521739130434782,89.0,1549.0,0.3447385409941897,185.25484448786847,0,India,50,Deccan Chargers,Bowler
84,I Sharma,37.0,46.0,3.0,80.43478260869566,6.521739130434782,89.0,1549.0,0.3447385409941897,185.25484448786847,0,India,50,Sunrisers Hyderabad,Bowler
84,I Sharma,37.0,46.0,3.0,80.43478260869566,6.521739130434782,89.0,1549.0,0.3447385409941897,185.25484448786847,0,India,50,Rising Pune Supergiants,Bowler
85,AM Rahane,2675.0,2274.0,336.0,117.63412489006156,14.775725593667548,0.0,6.0,0.0,,0,India,1,Mumbai Indians,Batsman
85,AM Rahane,2675.0,2274.0,336.0,117.63412489006156,14.775725593667548,0.0,6.0,0.0,,0,India,1,Rajasthan Royals,Batsman
85,AM Rahane,2675.0,2274.0,336.0,117.63412489006156,14.775725593667548,0.0,6.0,0.0,,0,India,1,Rising Pune Supergiants,Batsman
86,Shoaib Malik,52.0,49.0,5.0,106.12244897959184,10.20408163265306,4.0,52.0,0.4615384615384615,161.39455782312925,0,Pakistan,2,Delhi Daredevils,Batsman
87,MK Tiwary,1324.0,1202.0,149.0,110.14975041597336,12.396006655574045,0.0,36.0,0.0,inf,0,India,1,Delhi Daredevils,Batsman
87,MK Tiwary,1324.0,1202.0,149.0,110.14975041597336,12.396006655574045,0.0,36.0,0.0,inf,0,India,1,Kolkata Knight Riders,Batsman
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,1,India,0,Delhi Daredevils,Wicketkeeper
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,1,India,0,Kings Xi Punjab,Wicketkeeper
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,1,India,0,Mumbai Indians,Wicketkeeper
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,1,India,0,Royal Challengers Bangalore,Wicketkeeper
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,1,India,0,Gujarat Lions,Wicketkeeper
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,0,India,0,Delhi Daredevils,Batsman
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,0,India,0,Kings Xi Punjab,Batsman
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,0,India,0,Mumbai Indians,Batsman
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,0,India,0,Royal Challengers Bangalore,Batsman
88,KD Karthik,2542.0,2092.0,316.0,121.51051625239006,15.105162523900573,,,,,0,India,0,Gujarat Lions,Batsman
89,R Bhatia,326.0,273.0,36.0,119.41391941391942,13.186813186813188,28.0,1602.0,0.1048689138576779,536.492673992674,0,India,52,Delhi Daredevils,Bowler
89,R Bhatia,326.0,273.0,36.0,119.41391941391942,13.186813186813188,28.0,1602.0,0.1048689138576779,536.492673992674,0,India,52,Kolkata Knight Riders,Bowler
89,R Bhatia,326.0,273.0,36.0,119.41391941391942,13.186813186813188,28.0,1602.0,0.1048689138576779,536.492673992674,0,India,52,Rajasthan Royals,Bowler
89,R Bhatia,326.0,273.0,36.0,119.41391941391942,13.186813186813188,28.0,1602.0,0.1048689138576779,536.492673992674,0,India,52,Rising Pune Supergiants,Bowler
90,MF Maharoof,177.0,124.0,21.0,142.74193548387098,16.93548387096774,19.0,425.0,0.268235294117647,257.7744765138653,0,India,27,Delhi Daredevils,Bowler
91,VY Mahesh,15.0,28.0,0.0,53.57142857142857,0.0,32.0,351.0,0.5470085470085471,118.19196428571428,0,India,18,Delhi Daredevils,Bowler
91,VY Mahesh,15.0,28.0,0.0,53.57142857142857,0.0,32.0,351.0,0.5470085470085471,118.19196428571428,0,India,18,Chennai Super Kings,Bowler
93,B Chipli,280.0,256.0,35.0,109.375,13.671875,0.0,6.0,0.0,,0,India,0,Royal Challengers Bangalore,Batsman
93,B Chipli,280.0,256.0,35.0,109.375,13.671875,0.0,6.0,0.0,,0,India,0,Deccan Chargers,Batsman
93,B Chipli,280.0,256.0,35.0,109.375,13.671875,0.0,6.0,0.0,,0,India,0,Delhi Daredevils,Batsman
94,DW Steyn,166.0,161.0,17.0,103.1055900621118,10.559006211180124,62.0,2083.0,0.1785885741718675,331.5259133106258,0,South Africa,66,Royal Challengers Bangalore,Bowler
94,DW Steyn,166.0,161.0,17.0,103.1055900621118,10.559006211180124,62.0,2083.0,0.1785885741718675,331.5259133106258,0,South Africa,66,Deccan Chargers,Bowler
94,DW Steyn,166.0,161.0,17.0,103.1055900621118,10.559006211180124,62.0,2083.0,0.1785885741718675,331.5259133106258,0,South Africa,66,Sunrisers Hyderabad,Bowler
94,DW Steyn,166.0,161.0,17.0,103.1055900621118,10.559006211180124,62.0,2083.0,0.1785885741718675,331.5259133106258,0,South Africa,66,Gujarat Lions,Bowler
95,DB Das,304.0,267.0,39.0,113.85767790262172,14.606741573033707,,,,,0,India,0,Kolkata Knight Riders,Batsman
95,DB Das,304.0,267.0,39.0,113.85767790262172,14.606741573033707,,,,,1,India,0,Kolkata Knight Riders,Wicketkeeper
96,MK Pandey,1827.0,1586.0,222.0,115.19546027742749,13.997477931904164,,,,,0,India,0,Mumbai Indians,Batsman
96,MK Pandey,1827.0,1586.0,222.0,115.19546027742749,13.997477931904164,,,,,0,India,0,Royal Challengers Bangalore,Batsman
96,MK Pandey,1827.0,1586.0,222.0,115.19546027742749,13.997477931904164,,,,,0,India,0,Pune Warriors,Batsman
96,MK Pandey,1827.0,1586.0,222.0,115.19546027742749,13.997477931904164,,,,,0,India,0,Kolkata Knight Riders,Batsman
97,HH Gibbs,886.0,837.0,114.0,105.8542413381123,13.620071684587815,,,,,0,South Africa,0,Deccan Chargers,Batsman
97,HH Gibbs,886.0,837.0,114.0,105.8542413381123,13.620071684587815,,,,,0,South Africa,0,Mumbai Indians,Batsman
100,SE Marsh,2225.0,1715.0,306.0,129.73760932944606,17.84256559766764,,,,,0,Australia,0,Kings Xi Punjab,Batsman
101,SA Asnodkar,423.0,352.0,66.0,120.17045454545456,18.75,,,,,0,India,0,Rajasthan Royals,Batsman
102,Sohail Tanvir,36.0,31.0,4.0,116.12903225806453,12.903225806451612,10.0,248.0,0.2419354838709677,264.73118279569894,0,Pakistan,22,Rajasthan Royals,Bowler
103,Salman Butt,193.0,172.0,32.0,112.2093023255814,18.6046511627907,,,,,0,Pakistan,0,Kolkata Knight Riders,Batsman
104,BJ Hodge,1400.0,1153.0,165.0,121.42237640936686,14.310494362532523,6.0,234.0,0.1538461538461538,385.7111882046834,0,Australia,16,Kolkata Knight Riders,All-Rounder
104,BJ Hodge,1400.0,1153.0,165.0,121.42237640936686,14.310494362532523,6.0,234.0,0.1538461538461538,385.7111882046834,0,Australia,16,Kochi Tuskers Kerala,All-Rounder
104,BJ Hodge,1400.0,1153.0,165.0,121.42237640936686,14.310494362532523,6.0,234.0,0.1538461538461538,385.7111882046834,0,Australia,16,Rajasthan Royals,All-Rounder
106,AB Dinda,19.0,42.0,1.0,45.23809523809524,2.380952380952381,52.0,1482.0,0.2105263157894736,260.1190476190476,0,India,54,Kolkata Knight Riders,Bowler
106,AB Dinda,19.0,42.0,1.0,45.23809523809524,2.380952380952381,52.0,1482.0,0.2105263157894736,260.1190476190476,0,India,54,Delhi Daredevils,Bowler
106,AB Dinda,19.0,42.0,1.0,45.23809523809524,2.380952380952381,52.0,1482.0,0.2105263157894736,260.1190476190476,0,India,54,Pune Warriors,Bowler
106,AB Dinda,19.0,42.0,1.0,45.23809523809524,2.380952380952381,52.0,1482.0,0.2105263157894736,260.1190476190476,0,India,54,Royal Challengers Bangalore,Bowler
106,AB Dinda,19.0,42.0,1.0,45.23809523809524,2.380952380952381,52.0,1482.0,0.2105263157894736,260.1190476190476,0,India,54,Rising Pune Supergiants,Bowler
107,SP Fleming,196.0,171.0,30.0,114.61988304093566,17.543859649122805,,,,,0,New Zealand,0,Chennai Super Kings,Batsman
108,S Vidyut,145.0,115.0,24.0,126.08695652173914,20.869565217391305,0.0,12.0,0.0,,0,India,1,Chennai Super Kings,Batsman
109,JA Morkel,975.0,712.0,116.0,136.938202247191,16.292134831460675,64.0,1753.0,0.2190530519110096,296.72430945692884,0,South Africa,71,Chennai Super Kings,Bowler
109,JA Morkel,975.0,712.0,116.0,136.938202247191,16.292134831460675,64.0,1753.0,0.2190530519110096,296.72430945692884,0,South Africa,71,Delhi Daredevils,Bowler
109,JA Morkel,975.0,712.0,116.0,136.938202247191,16.292134831460675,64.0,1753.0,0.2190530519110096,296.72430945692884,0,South Africa,71,Rising Pune Supergiants,Bowler
109,JA Morkel,975.0,712.0,116.0,136.938202247191,16.292134831460675,64.0,1753.0,0.2190530519110096,296.72430945692884,0,South Africa,71,Royal Challengers Bangalore,Bowler
110,AB de Villiers,3270.0,2231.0,417.0,146.57104437471986,18.69116987897804,,,,,0,South Africa,0,Delhi Daredevils,Batsman
110,AB de Villiers,3270.0,2231.0,417.0,146.57104437471986,18.69116987897804,,,,,0,South Africa,0,Royal Challengers Bangalore,Batsman
110,AB de Villiers,3270.0,2231.0,417.0,146.57104437471986,18.69116987897804,,,,,1,South Africa,0,Delhi Daredevils,Wicketkeeper
110,AB de Villiers,3270.0,2231.0,417.0,146.57104437471986,18.69116987897804,,,,,1,South Africa,0,Royal Challengers Bangalore,Wicketkeeper
111,LPC Silva,40.0,27.0,6.0,148.14814814814815,22.22222222222222,0.0,6.0,0.0,,0,Sri Lanka,0,Deccan Chargers,Batsman
112,DB Ravi Teja,375.0,325.0,44.0,115.38461538461536,13.538461538461538,0.0,18.0,0.0,inf,0,India,1,Deccan Chargers,Batsman
112,DB Ravi Teja,375.0,325.0,44.0,115.38461538461536,13.538461538461538,0.0,18.0,0.0,inf,0,India,1,Sunrisers Hyderabad,Batsman
113,Misbah-ul-Haq,117.0,82.0,16.0,142.6829268292683,19.51219512195122,,,,,0,Pakistan,0,Royal Challengers Bangalore,Batsman
114,YV Takawale,192.0,183.0,29.0,104.91803278688523,15.846994535519126,,,,,1,India,0,Mumbai Indians,Wicketkeeper
114,YV Takawale,192.0,183.0,29.0,104.91803278688523,15.846994535519126,,,,,1,India,0,Royal Challengers Bangalore,Wicketkeeper
114,YV Takawale,192.0,183.0,29.0,104.91803278688523,15.846994535519126,,,,,0,India,0,Mumbai Indians,Batsman
114,YV Takawale,192.0,183.0,29.0,104.91803278688523,15.846994535519126,,,,,0,India,0,Royal Challengers Bangalore,Batsman
116,PJ Sangwan,22.0,32.0,1.0,68.75,3.125,34.0,689.0,0.2960812772133527,203.24754901960785,0,India,29,Delhi Daredevils,Bowler
116,PJ Sangwan,22.0,32.0,1.0,68.75,3.125,34.0,689.0,0.2960812772133527,203.24754901960785,0,India,29,Kolkata Knight Riders,Bowler
116,PJ Sangwan,22.0,32.0,1.0,68.75,3.125,34.0,689.0,0.2960812772133527,203.24754901960785,0,India,29,Gujarat Lions,Bowler
119,Joginder Sharma,36.0,30.0,3.0,120.0,10.0,29.0,263.0,0.6615969581749049,135.57471264367817,0,India,12,Chennai Super Kings,Bowler
120,MS Gony,99.0,76.0,14.0,130.26315789473685,18.421052631578945,21.0,889.0,0.1417322834645669,417.9093567251462,0,India,30,Chennai Super Kings,Bowler
120,MS Gony,99.0,76.0,14.0,130.26315789473685,18.421052631578945,21.0,889.0,0.1417322834645669,417.9093567251462,0,India,30,Deccan Chargers,Bowler
120,MS Gony,99.0,76.0,14.0,130.26315789473685,18.421052631578945,21.0,889.0,0.1417322834645669,417.9093567251462,0,India,30,Kings Xi Punjab,Bowler
121,M Muralitharan,20.0,30.0,1.0,66.66666666666666,3.333333333333333,46.0,1536.0,0.1796875,311.5942028985507,0,Sri Lanka,48,Chennai Super Kings,Bowler
121,M Muralitharan,20.0,30.0,1.0,66.66666666666666,3.333333333333333,46.0,1536.0,0.1796875,311.5942028985507,0,Sri Lanka,48,Kochi Tuskers Kerala,Bowler
121,M Muralitharan,20.0,30.0,1.0,66.66666666666666,3.333333333333333,46.0,1536.0,0.1796875,311.5942028985507,0,Sri Lanka,48,Royal Challengers Bangalore,Bowler
124,A Kumble,35.0,49.0,3.0,71.42857142857143,6.122448979591836,43.0,970.0,0.2659793814432989,223.6987818383168,0,India,45,Royal Challengers Bangalore,Bowler
125,S Anirudha,136.0,121.0,16.0,112.39669421487604,13.223140495867767,,,,,0,India,0,Chennai Super Kings,Batsman
125,S Anirudha,136.0,121.0,16.0,112.39669421487604,13.223140495867767,,,,,0,India,0,Sunrisers Hyderabad,Batsman
126,MM Patel,39.0,40.0,5.0,97.5,12.5,51.0,1328.0,0.2304216867469879,265.7434640522876,0,India,55,Rajasthan Royals,Bowler
126,MM Patel,39.0,40.0,5.0,97.5,12.5,51.0,1328.0,0.2304216867469879,265.7434640522876,0,India,55,Mumbai Indians,Bowler
127,CK Kapugedera,16.0,24.0,0.0,66.66666666666666,0.0,0.0,17.0,0.0,inf,0,Sri Lanka,0,Chennai Super Kings,Batsman
128,A Chopra,53.0,75.0,7.0,70.66666666666667,9.333333333333334,,,,,0,India,0,Kolkata Knight Riders,Batsman
129,T Taibu,31.0,26.0,3.0,119.23076923076924,11.538461538461538,,,,,0,Zimbabwea,0,Kolkata Knight Riders,Batsman
130,J Arunkumar,23.0,24.0,5.0,95.83333333333334,20.833333333333336,,,,,0,India,0,Royal Challengers Bangalore,Batsman
131,PP Ojha,16.0,45.0,0.0,35.55555555555556,0.0,64.0,1909.0,0.2011524358302776,266.34548611111114,0,India,76,Deccan Chargers,Bowler
131,PP Ojha,16.0,45.0,0.0,35.55555555555556,0.0,64.0,1909.0,0.2011524358302776,266.34548611111114,0,India,76,Mumbai Indians,Bowler
132,SP Goswami,241.0,260.0,28.0,92.6923076923077,10.76923076923077,,,,,1,India,0,Royal Challengers Bangalore,Wicketkeeper
132,SP Goswami,241.0,260.0,28.0,92.6923076923077,10.76923076923077,,,,,1,India,0,Kolkata Knight Riders,Wicketkeeper
132,SP Goswami,241.0,260.0,28.0,92.6923076923077,10.76923076923077,,,,,1,India,0,Rajasthan Royals,Wicketkeeper
132,SP Goswami,241.0,260.0,28.0,92.6923076923077,10.76923076923077,,,,,0,India,0,Royal Challengers Bangalore,Batsman
132,SP Goswami,241.0,260.0,28.0,92.6923076923077,10.76923076923077,,,,,0,India,0,Kolkata Knight Riders,Batsman
132,SP Goswami,241.0,260.0,28.0,92.6923076923077,10.76923076923077,,,,,0,India,0,Rajasthan Royals,Batsman
133,SR Tendulkar,2329.0,2043.0,324.0,113.9990210474792,15.859030837004406,1.0,36.0,0.1666666666666666,356.9995105237396,0,India,0,Mumbai Indians,Batsman
135,TM Dilshan,1153.0,1047.0,164.0,110.12416427889208,15.663801337153776,1.0,273.0,0.0219780219780219,2330.062082139446,0,Sri Lanka,5,Delhi Daredevils,All-Rounder
135,TM Dilshan,1153.0,1047.0,164.0,110.12416427889208,15.663801337153776,1.0,273.0,0.0219780219780219,2330.062082139446,0,Sri Lanka,5,Royal Challengers Bangalore,All-Rounder
136,A Mishra,291.0,326.0,28.0,89.2638036809816,8.588957055214724,71.0,2431.0,0.1752365281777046,329.9605403381434,0,India,100,Delhi Daredevils,Bowler
136,A Mishra,291.0,326.0,28.0,89.2638036809816,8.588957055214724,71.0,2431.0,0.1752365281777046,329.9605403381434,0,India,100,Deccan Chargers,Bowler
136,A Mishra,291.0,326.0,28.0,89.2638036809816,8.588957055214724,71.0,2431.0,0.1752365281777046,329.9605403381434,0,India,100,Sunrisers Hyderabad,Bowler
137,AD Mascarenhas,79.0,79.0,6.0,100.0,7.59493670886076,4.0,309.0,0.0776699029126213,693.75,0,England,12,Rajasthan Royals,Bowler
137,AD Mascarenhas,79.0,79.0,6.0,100.0,7.59493670886076,4.0,309.0,0.0776699029126213,693.75,0,England,12,Kings Xi Punjab,Bowler
138,NK Patel,121.0,124.0,15.0,97.58064516129032,12.096774193548388,,,,,0,India,0,Rajasthan Royals,Batsman
139,LA Pomersbach,302.0,251.0,38.0,120.3187250996016,15.139442231075698,,,,,0,Australia,0,Kings Xi Punjab,Batsman
139,LA Pomersbach,302.0,251.0,38.0,120.3187250996016,15.139442231075698,,,,,0,Australia,0,Royal Challengers Bangalore,Batsman
140,Iqbal Abdulla,83.0,79.0,10.0,105.0632911392405,12.658227848101266,13.0,892.0,0.0874439461883408,624.326517364492,0,India,34,Kolkata Knight Riders,Bowler
140,Iqbal Abdulla,83.0,79.0,10.0,105.0632911392405,12.658227848101266,13.0,892.0,0.0874439461883408,624.326517364492,0,India,34,Royal Challengers Bangalore,Bowler
140,Iqbal Abdulla,83.0,79.0,10.0,105.0632911392405,12.658227848101266,13.0,892.0,0.0874439461883408,624.326517364492,0,India,34,Rajasthan Royals,Bowler
147,DR Smith,2146.0,1645.0,322.0,130.45592705167172,19.574468085106385,16.0,465.0,0.2064516129032258,307.4154635258359,0,West Indies,22,Mumbai Indians,All-Rounder
147,DR Smith,2146.0,1645.0,322.0,130.45592705167172,19.574468085106385,16.0,465.0,0.2064516129032258,307.4154635258359,0,West Indies,22,Deccan Chargers,All-Rounder
147,DR Smith,2146.0,1645.0,322.0,130.45592705167172,19.574468085106385,16.0,465.0,0.2064516129032258,307.4154635258359,0,West Indies,22,Chennai Super Kings,All-Rounder
147,DR Smith,2146.0,1645.0,322.0,130.45592705167172,19.574468085106385,16.0,465.0,0.2064516129032258,307.4154635258359,0,West Indies,22,Gujarat Lions,All-Rounder
148,SD Chitnis,99.0,92.0,12.0,107.6086956521739,13.043478260869565,2.0,36.0,0.3333333333333333,203.8043478260869,0,India,2,Mumbai Indians,Batsman
148,SD Chitnis,99.0,92.0,12.0,107.6086956521739,13.043478260869565,2.0,36.0,0.3333333333333333,203.8043478260869,0,India,2,Rajasthan Royals,Batsman
148,SD Chitnis,99.0,92.0,12.0,107.6086956521739,13.043478260869565,2.0,36.0,0.3333333333333333,203.8043478260869,0,India,2,Kings Xi Punjab,Batsman
151,L Balaji,36.0,50.0,3.0,72.0,6.0,56.0,1530.0,0.2196078431372549,263.67857142857144,0,India,61,Chennai Super Kings,Bowler
151,L Balaji,36.0,50.0,3.0,72.0,6.0,56.0,1530.0,0.2196078431372549,263.67857142857144,0,India,61,Kolkata Knight Riders,Bowler
151,L Balaji,36.0,50.0,3.0,72.0,6.0,56.0,1530.0,0.2196078431372549,263.67857142857144,0,India,61,Kings Xi Punjab,Bowler
152,A Mukund,19.0,23.0,1.0,82.6086956521739,4.3478260869565215,,,,,0,India,0,Chennai Super Kings,Batsman
152,A Mukund,19.0,23.0,1.0,82.6086956521739,4.3478260869565215,,,,,0,India,0,Royal Challengers Bangalore,Batsman
153,RR Powar,67.0,64.0,7.0,104.6875,10.9375,12.0,427.0,0.1686182669789227,348.87152777777777,0,India,13,Kings Xi Punjab,Bowler
153,RR Powar,67.0,64.0,7.0,104.6875,10.9375,12.0,427.0,0.1686182669789227,348.87152777777777,0,India,13,Kochi Tuskers Kerala,Bowler
154,JP Duminy,1993.0,1634.0,201.0,121.97062423500611,12.30110159118727,13.0,666.0,0.1171171171171171,487.90838904058,0,South Africa,22,Mumbai Indians,All-Rounder
154,JP Duminy,1993.0,1634.0,201.0,121.97062423500611,12.30110159118727,13.0,666.0,0.1171171171171171,487.90838904058,0,South Africa,22,Deccan Chargers,All-Rounder
154,JP Duminy,1993.0,1634.0,201.0,121.97062423500611,12.30110159118727,13.0,666.0,0.1171171171171171,487.90838904058,0,South Africa,22,Delhi Daredevils,All-Rounder
155,A Flintoff,62.0,57.0,7.0,108.7719298245614,12.280701754385964,1.0,66.0,0.0909090909090909,604.3859649122807,0,England,2,Chennai Super Kings,Batsman
157,JD Ryder,604.0,466.0,88.0,129.6137339055794,18.88412017167382,7.0,237.0,0.1772151898734177,346.94972409564684,0,New Zealand,7,Royal Challengers Bangalore,All-Rounder
157,JD Ryder,604.0,466.0,88.0,129.6137339055794,18.88412017167382,7.0,237.0,0.1772151898734177,346.94972409564684,0,New Zealand,7,Pune Warriors,All-Rounder
158,KP Pietersen,1001.0,758.0,131.0,132.05804749340368,17.282321899736147,3.0,178.0,0.1011235955056179,560.4734681911463,0,South Africa,7,Royal Challengers Bangalore,All-Rounder
158,KP Pietersen,1001.0,758.0,131.0,132.05804749340368,17.282321899736147,3.0,178.0,0.1011235955056179,560.4734681911463,0,South Africa,7,Delhi Daredevils,All-Rounder
158,KP Pietersen,1001.0,758.0,131.0,132.05804749340368,17.282321899736147,3.0,178.0,0.1011235955056179,560.4734681911463,0,South Africa,7,Rising Pune Supergiants,All-Rounder
161,RS Bopara,531.0,468.0,55.0,113.46153846153844,11.752136752136751,9.0,206.0,0.2621359223300971,247.47150997151,0,England,11,Kings Xi Punjab,Bowler
161,RS Bopara,531.0,468.0,55.0,113.46153846153844,11.752136752136751,9.0,206.0,0.2621359223300971,247.47150997151,0,England,11,Sunrisers Hyderabad,Bowler
162,CH Gayle,3447.0,2360.0,533.0,146.0593220338983,22.584745762711865,30.0,554.0,0.3249097472924188,226.91854990583803,0,West Indies,18,Kolkata Knight Riders,Batsman
