Batsman_Id,total_runs,balls_faced,boundaries,strike_rate,boundary_percentage,Player_Name
88,2542.0,2092,316,121.51051625239006,15.105162523900573,KD Karthik
89,326.0,273,36,119.41391941391942,13.186813186813188,R Bhatia
90,177.0,124,21,142.74193548387098,16.93548387096774,MF Maharoof
91,15.0,28,0,53.57142857142857,0.0,VY Mahesh
93,280.0,256,35,109.375,13.671875,B Chipli
94,166.0,161,17,103.1055900621118,10.559006211180124,DW Steyn
95,304.0,267,39,113.85767790262172,14.606741573033707,DB Das
96,1827.0,1586,222,115.19546027742749,13.997477931904163,MK Pandey
97,886.0,837,114,105.8542413381123,13.620071684587815,HH Gibbs
100,2225.0,1715,306,129.73760932944606,17.84256559766764,SE Marsh
101,423.0,352,66,120.17045454545455,18.75,SA Asnodkar
102,36.0,31,4,116.12903225806453,12.903225806451612,Sohail Tanvir
103,193.0,172,32,112.20930232558139,18.6046511627907,Salman Butt
104,1400.0,1153,165,121.42237640936686,14.310494362532525,BJ Hodge
106,19.0,42,1,45.23809523809524,2.380952380952381,AB Dinda
107,196.0,171,30,114.61988304093566,17.543859649122805,SP Fleming
108,145.0,115,24,126.08695652173914,20.869565217391305,S Vidyut
109,975.0,712,116,136.93820224719101,16.292134831460675,JA Morkel
110,3270.0,2231,417,146.57104437471986,18.691169878978037,AB de Villiers
111,40.0,27,6,148.14814814814815,22.22222222222222,LPC Silva
112,375.0,325,44,115.38461538461537,13.538461538461538,DB Ravi Teja
113,117.0,82,16,142.6829268292683,19.51219512195122,Misbah-ul-Haq
114,192.0,183,29,104.91803278688525,15.846994535519126,YV Takawale
116,22.0,32,1,68.75,3.125,PJ Sangwan
119,36.0,30,3,120.0,10.0,Joginder Sharma
120,99.0,76,14,130.26315789473685,18.421052631578945,MS Gony
121,20.0,30,1,66.66666666666666,3.3333333333333335,M Muralitharan
124,35.0,49,3,71.42857142857143,6.122448979591836,A Kumble
125,136.0,121,16,112.39669421487604,13.223140495867769,S Anirudha
126,39.0,40,5,97.5,12.5,MM Patel
127,16.0,24,0,66.66666666666666,0.0,CK Kapugedera
128,53.0,75,7,70.66666666666667,9.333333333333334,A Chopra
129,31.0,26,3,119.23076923076923,11.538461538461538,T Taibu
130,23.0,24,5,95.83333333333334,20.833333333333336,J Arunkumar
131,16.0,45,0,35.55555555555556,0.0,PP Ojha
132,241.0,260,28,92.6923076923077,10.76923076923077,SP Goswami
133,2329.0,2043,324,113.99902104747919,15.859030837004406,SR Tendulkar
135,1153.0,1047,164,110.12416427889207,15.663801337153775,TM Dilshan
136,291.0,326,28,89.2638036809816,8.588957055214724,A Mishra
137,79.0,79,6,100.0,7.59493670886076,AD Mascarenhas
138,121.0,124,15,97.58064516129032,12.096774193548388,NK Patel
139,302.0,251,38,120.3187250996016,15.139442231075698,LA Pomersbach
140,83.0,79,10,105.0632911392405,12.658227848101266,Iqbal Abdulla
147,2146.0,1645,322,130.45592705167172,19.574468085106382,DR Smith
148,99.0,92,12,107.6086956521739,13.043478260869565,SD Chitnis
151,36.0,50,3,72.0,6.0,L Balaji
152,19.0,23,1,82.6086956521739,4.3478260869565215,A Mukund
153,67.0,64,7,104.6875,10.9375,RR Powar
154,1993.0,1634,201,121.97062423500613,12.30110159118727,JP Duminy
155,62.0,57,7,108.77192982456141,12.280701754385964,A Flintoff
157,604.0,466,88,129.6137339055794,18.88412017167382,JD Ryder
158,1001.0,758,131,132.05804749340368,17.282321899736147,KP Pietersen
161,531.0,468,55,113.46153846153845,11.752136752136751,RS Bopara
162,3447.0,2360,533,146.0593220338983,22.584745762711865,CH Gayle
163,692.0,564,82,122.69503546099291,14.539007092198581,MC Henriques
166,268.0,243,25,110.28806584362141,10.2880658436214,KV Sharma
167,501.0,432,80,115.97222222222223,18.51851851851852,PC Valthaty
168,103.0,105,15,98.09523809523809,14.285714285714285,RJ Quiney
169,194.0,172,20,112.79069767441861,11.627906976744185,AS Raut
170,47.0,67,5,70.1492537313433,7.462686567164178,Yashpal Singh
171,514.0,486,53,105.76131687242798,10.905349794238683,M Manhas
172,69.0,88,5,78.4090909090909,5.681818181818182,AA Bilakhia
175,121.0,118,13,102.54237288135593,11.016949152542372,DL Vettori
176,167.0,135,20,123.7037037037037,14.814814814814813,MN van Wyk
177,159.0,144,19,110.41666666666667,13.194444444444445,RE van der Merwe
178,676.0,587,81,115.1618398637138,13.798977853492334,TL Suman
182,81.0,71,11,114.08450704225352,15.492957746478872,LA Carseldine
183,1474.0,1286,195,114.6189735614308,15.163297045101087,NV Ojha
185,2511.0,2092,326,120.02868068833652,15.583173996175908,M Vijay
186,28.0,30,3,93.33333333333333,10.0,SB Jakati
187,3373.0,2440,472,138.2377049180328,19.34426229508197,DA Warner
188,117.0,112,9,104.46428571428572,8.035714285714286,RJ Harris
190,126.0,93,16,135.48387096774192,17.20430107526882,M Morkel
191,692.0,571,70,121.19089316987741,12.259194395796849,AD Mathews
192,409.0,364,44,112.36263736263736,12.087912087912088,J Botha
194,81.0,100,10,81.0,10.0,SL Malinga
197,663.0,552,78,120.1086956521739,14.130434782608695,GJ Bailey
198,123.0,103,13,119.41747572815532,12.62135922330097,AB McDonald
199,285.0,271,29,105.1660516605166,10.70110701107011,Y Nagar
201,231.0,245,24,94.28571428571428,9.795918367346939,R Ashwin
203,390.0,403,54,96.7741935483871,13.399503722084367,CA Pujara
204,506.0,405,57,124.93827160493827,14.074074074074074,OA Shah
205,63.0,69,7,91.30434782608695,10.144927536231885,Anirudh Singh
207,321.0,260,48,123.46153846153847,18.461538461538463,AP Tare
208,2325.0,1884,274,123.4076433121019,14.543524416135881,AT Rayudu
209,270.0,236,28,114.40677966101696,11.864406779661017,R Sathish
210,159.0,178,15,89.32584269662921,8.426966292134832,R McLaren
211,217.0,218,24,99.54128440366972,11.009174311926607,AA Jhunjhunwala
212,127.0,141,9,90.0709219858156,6.382978723404255,P Dogra
214,798.0,737,116,108.27679782903662,15.739484396200815,MS Bisla
216,789.0,663,98,119.00452488687783,14.781297134238311,EJG Morgan
217,26.0,25,2,104.0,8.0,JM Kemp
221,1959.0,1380,256,141.95652173913044,18.55072463768116,KA Pollard
224,278.0,198,51,140.4040404040404,25.757575757575758,MJ Lumb
225,19.0,26,1,73.07692307692307,3.8461538461538463,DR Martyn
226,37.0,29,6,127.58620689655173,20.689655172413794,S Narwal
227,42.0,43,6,97.67441860465115,13.953488372093023,AB Barath
228,156.0,99,17,157.57575757575756,17.17171717171717,Bipul Sharma
229,183.0,179,23,102.23463687150837,12.849162011173185,FY Fazal
230,181.0,143,18,126.57342657342659,12.587412587412588,AC Voges
231,237.0,213,32,111.26760563380283,15.023474178403756,MD Mishra
232,133.0,122,18,109.01639344262296,14.754098360655737,UT Yadav
235,66.0,77,8,85.71428571428571,10.38961038961039,R Sharma
236,924.0,760,127,121.57894736842105,16.710526315789473,Mandeep Singh
237,626.0,490,70,127.75510204081633,14.285714285714285,KM Jadhav
238,23.0,26,2,88.46153846153845,7.6923076923076925,SW Tait
239,51.0,53,5,96.22641509433963,9.433962264150944,KB Arun Karthik
241,203.0,159,22,127.67295597484276,13.836477987421384,PD Collingwood
244,34.0,26,5,130.76923076923077,19.230769230769234,A Mithun
245,34.0,23,4,147.82608695652172,17.391304347826086,AP Dole
246,36.0,27,5,133.33333333333331,18.51851851851852,AN Ahmed
248,21.0,23,2,91.30434782608695,8.695652173913043,DE Bollinger
249,31.0,38,3,81.57894736842105,7.894736842105263,S Sriram
250,35.0,38,3,92.10526315789474,7.894736842105263,B Sumanth
251,15.0,21,3,71.42857142857143,14.285714285714285,C Madan
252,49.0,61,9,80.32786885245902,14.754098360655737,AG Paunikar
253,225.0,201,23,111.94029850746267,11.442786069651742,MR Marsh
254,1304.0,1080,185,120.74074074074075,17.12962962962963,AJ Finch
255,688.0,542,79,126.93726937269372,14.575645756457565,STR Binny
257,43.0,60,3,71.66666666666667,5.0,IR Jaggi
258,341.0,299,30,114.0468227424749,10.033444816053512,DT Christian
259,50.0,53,6,94.33962264150944,11.320754716981133,RV Gomez
260,788.0,663,112,118.85369532428356,16.89291101055807,MA Agarwal
261,39.0,26,7,150.0,26.923076923076923,AUK Pathan
262,300.0,314,41,95.54140127388536,13.05732484076433,UBT Chand
263,92.0,101,14,91.0891089108911,13.861386138613863,DJ Jacobs
264,43.0,31,7,138.70967741935485,22.58064516129032,Sunny Singh
266,401.0,367,42,109.26430517711172,11.444141689373296,AL Menaria
267,63.0,80,5,78.75,6.25,WD Parnell
271,22.0,33,0,66.66666666666666,0.0,MS Wade
272,10.0,29,0,34.48275862068966,0.0,TD Paine
275,321.0,309,33,103.88349514563106,10.679611650485436,JEC Franklin
276,499.0,400,59,124.75,14.75,Shakib Al Hasan
277,170.0,142,25,119.71830985915493,17.6056338028169,DH Yagnik
280,423.0,325,49,130.15384615384616,15.076923076923077,NLTC Perera
281,26.0,23,1,113.04347826086956,4.3478260869565215,NL McCullum
283,29.0,27,4,107.40740740740742,14.814814814814813,J Syed Mohammad
284,326.0,238,41,136.9747899159664,17.22689075630252,RN ten Doeschate
285,75.0,59,11,127.11864406779661,18.64406779661017,TR Birt
287,20.0,26,0,76.92307692307693,0.0,Harpreet Singh
288,73.0,78,9,93.58974358974359,11.538461538461538,M Klinger
289,120.0,91,23,131.86813186813185,25.274725274725274,AC Blizzard
292,21.0,26,2,80.76923076923077,7.6923076923076925,CA Ingram
293,24.0,62,1,38.70967741935484,1.6129032258064515,S Nadeem
295,98.0,119,9,82.35294117647058,7.563025210084033,CJ Ferguson
296,42.0,45,4,93.33333333333333,8.88888888888889,VR Aaron
299,154.0,156,18,98.71794871794873,11.538461538461538,B Kumar
301,91.0,82,10,110.97560975609757,12.195121951219512,S Rana
303,1287.0,1036,147,124.22779922779922,14.18918918918919,F du Plessis
304,83.0,74,14,112.16216216216218,18.91891891891892,RE Levi
305,919.0,594,132,154.7138047138047,22.22222222222222,GJ Maxwell
306,1241.0,933,146,133.0117899249732,15.64844587352626,SPD Smith
307,132.0,142,13,92.95774647887323,9.15492957746479,MN Samuels
308,503.0,390,64,128.97435897435898,16.41025641025641,SA Yadav
309,116.0,70,17,165.71428571428572,24.285714285714285,KK Cooper
310,473.0,346,55,136.7052023121387,15.895953757225435,JP Faulkner
311,47.0,38,5,123.6842105263158,13.157894736842104,HV Patel
313,111.0,103,16,107.76699029126213,15.53398058252427,DJ Harris
314,62.0,53,8,116.98113207547169,15.09433962264151,Ankit Sharma
315,47.0,58,4,81.03448275862068,6.896551724137931,SP Narine
316,22.0,22,1,100.0,4.545454545454546,GB Hogg
319,140.0,143,16,97.9020979020979,11.188811188811188,N Saini
320,1480.0,1053,174,140.55080721747387,16.524216524216524,DA Miller
321,388.0,311,52,124.7588424437299,16.720257234726688,Azhar Mahmood
322,209.0,170,25,122.94117647058825,14.705882352941178,P Negi
323,32.0,32,4,100.0,12.5,RJ Peterson
325,280.0,196,31,142.85714285714286,15.816326530612246,A Ashish Reddy
327,125.0,116,15,107.75862068965519,12.931034482758621,BB Samantray
328,98.0,96,12,102.08333333333333,12.5,MJ Clarke
329,342.0,280,45,122.14285714285715,16.071428571428573,Gurkeerat Singh
330,87.0,77,9,112.98701298701299,11.688311688311687,AP Majumdar
331,164.0,167,17,98.20359281437125,10.179640718562874,PA Reddy
334,574.0,350,85,164.0,24.285714285714285,AD Russell
336,89.0,85,10,104.70588235294119,11.76470588235294,CA Lynn
338,125.0,134,12,93.28358208955224,8.955223880597014,MC Juneja
339,877.0,700,116,125.28571428571429,16.57142857142857,KK Nair
340,280.0,323,24,86.687306501548,7.430340557275541,GH Vihari
342,19.0,23,2,82.6086956521739,8.695652173913043,R Shukla
345,728.0,580,98,125.51724137931035,16.896551724137932,M Vohra
347,10.0,22,0,45.45454545454545,0.0,Mohammed Shami
348,23.0,27,0,85.18518518518519,0.0,BMAJ Mendis
349,51.0,52,5,98.07692307692307,9.615384615384617,R Rampaul
350,285.0,178,35,160.1123595505618,19.662921348314608,CH Morris
351,1040.0,890,118,116.85393258426966,13.258426966292136,SV Samson
353,193.0,146,26,132.1917808219178,17.80821917808219,BJ Rohrer
354,725.0,592,85,122.46621621621621,14.358108108108109,KL Rahul
355,726.0,566,111,128.26855123674912,19.6113074204947,Q de Kock
356,153.0,135,17,113.33333333333333,12.592592592592592,R Dhawan
357,131.0,140,13,93.57142857142857,9.285714285714286,MG Johnson
358,106.0,63,19,168.25396825396825,30.158730158730158,LJ Wright
360,169.0,158,23,106.9620253164557,14.556962025316455,CM Gautam
362,295.0,251,33,117.52988047808766,13.147410358565736,DJG Sammy
363,36.0,39,3,92.3076923076923,7.6923076923076925,KW Richardson
364,61.0,53,7,115.09433962264151,13.20754716981132,MM Sharma
367,19.0,29,1,65.51724137931035,3.4482758620689653,Sandeep Sharma
369,122.0,89,14,137.07865168539325,15.730337078651685,Sachin Baby
370,18.0,39,1,46.15384615384615,2.564102564102564,PV Tambe
371,38.0,40,5,95.0,12.5,NM Coulter-Nile
372,379.0,284,53,133.45070422535213,18.661971830985916,CJ Anderson
373,20.0,21,4,95.23809523809523,19.047619047619047,NJ Maddinson
374,379.0,323,40,117.3374613003096,12.38390092879257,AR Patel
376,42.0,46,4,91.30434782608695,8.695652173913043,JDS Neesham
377,47.0,33,5,142.42424242424244,15.151515151515152,TG Southee
378,96.0,98,10,97.95918367346938,10.204081632653061,MA Starc
379,40.0,36,7,111.11111111111111,19.444444444444446,BR Dunk
380,53.0,51,6,103.921568627451,11.76470588235294,RR Rossouw
383,942.0,762,135,123.62204724409449,17.716535433070867,LMP Simmons
384,29.0,26,4,111.53846153846155,15.384615384615385,VH Zol
385,73.0,43,11,169.7674418604651,25.581395348837212,BCJ Cutting
386,18.0,23,3,78.26086956521739,13.043478260869565,Imran Tahir
388,14.0,27,1,51.85185185185185,3.7037037037037033,S Gopal
391,38.0,32,6,118.75,18.75,JO Holder
393,469.0,406,65,115.51724137931035,16.00985221674877,SS Iyer
394,295.0,224,31,131.69642857142858,13.839285714285715,DJ Hooda
395,18.0,31,1,58.06451612903226,3.225806451612903,Anureet Singh
396,155.0,155,16,100.0,10.32258064516129,KS Williamson
398,48.0,33,6,145.45454545454547,18.181818181818183,J Suchith
400,156.0,134,21,116.4179104477612,15.671641791044777,HH Pandya
401,127.0,94,16,135.1063829787234,17.02127659574468,D Wiese
402,177.0,103,25,171.84466019417474,24.271844660194176,SN Khan
403,47.0,29,7,162.06896551724137,24.137931034482758,MJ McClenaghan
407,255.0,189,34,134.92063492063494,17.989417989417987,JC Buttler
408,83.0,40,14,207.50000000000003,35.0,CR Brathwaite
409,146.0,111,17,131.53153153153156,15.315315315315313,MP Stoinis
410,42.0,41,5,102.4390243902439,12.195121951219512,Ishan Kishan
411,30.0,31,3,96.7741935483871,9.67741935483871,C Munro
413,237.0,127,35,186.61417322834646,27.559055118110237,KH Pandya
414,20.0,27,1,74.07407407407408,3.7037037037037033,AD Nath
415,57.0,55,6,103.63636363636364,10.909090909090908,MJ Guptill
417,54.0,42,5,128.57142857142858,11.904761904761903,TM Head
419,23.0,33,1,69.6969696969697,3.0303030303030303,NS Naik
420,198.0,155,25,127.74193548387096,16.129032258064516,RR Pant
421,88.0,66,8,133.33333333333331,12.121212121212121,SW Billings
426,127.0,105,17,120.95238095238095,16.19047619047619,UT Khawaja
427,157.0,122,24,128.68852459016392,19.672131147540984,HM Amla
431,104.0,78,15,133.33333333333331,19.230769230769234,N Rana
